chinese_,english
将药剂投掷到敌方阵营中，造成100%攻击力的伤害，并降低所有敌人的40%护甲，持续2回合,Throw the potion into the enemy camp，causing 100% attack damage and reducing the armor of all enemies by 40% for 2 rounds
将剧毒的生化导弹发射到敌人阵营中，对所有敌人造成100%攻击力伤害，每回合受到40%攻击力的毒素伤害，持续3回合,Launch highly toxic biochemical missiles into the enemy's camp，causing 100% attack damage to all enemies，and 40% attack damage per round for 3 rounds
在敌人阵营中爆发灼热的阳炎能量，给所有敌人造成120%攻击力的伤害，每回合受到20%攻击强度的伤害，持续2个回合,Blows out hot energy in the enemy's camp，causing 120% damage to all enemies，and 20% damage to all enemies each round for 2 rounds
随机3个敌人进入噩梦状态，无法进行攻击并持续受到100%攻击力的伤害，持续1个回合,Randomly put 3 enemies into a nightmare，unable to attack and continue to be damaged by 100% attack power for 1 round
强大的冲击产生黑洞，对所有敌人造成100%攻击力的伤害，并减少敌人20%护甲,The powerful impact creates a black hole，causing 100% damage to all enemies and reducing enemy armor by 20%
强大的火力仿佛能摧毁所有敌人，每名敌人会受到100%攻击力的伤害，后排所有敌人额外受到20%伤害,The powerful firepower able to destroy all enemies，each enemy will be damaged by 100% attack power，and all enemies in the back row will be damaged by an additional 20%
对单个敌人造成200%攻击力的伤害，敌人护甲收到20%削弱，敌人攻击力受到20%削弱，持续3个回合,Cause 200% damage to a single enemy. The enemy’s armor and attack power are reduced by 20% for 3 rounds.
随机给己方三个英雄单位增加20%吸血，20%攻击力，不受伤害，持续1回合,Randomly add 20% lifesteal，20% attack power，and invincible to three teammates on your side. Lasts for 1 round
随机选中两个敌人，单个敌人受到50%攻击力伤害，自己回复50能量,Randomly attack two enemies with 50% attack damage and restores 50 energy
强有力的辐射能穿透一切敌人，对所有敌人造成110%无视防御伤害,Powerful radiation can penetrate all enemies，causing 110% true damage to all enemies.
对敌人进行倾泻式打击，对所有敌人造成120%攻击力伤害，并虚弱敌人护甲20%，造成20%流血伤害，持续2回合,Hit the enemy frantically，causing 120% of the attack damage to all enemies，reduce their armor by 20%，and causing 20%​bleeding damage for 2 rounds
发射一枚液氮导弹，对单个敌人受到200%伤害，冻僵1回合,Launch a liquid nitrogen missile，take 200% damage to a single enemy and freeze for 1 round
对随机两个目标各进行3次攻击，每次造成100%攻击力的伤害，击杀敌人后回复自身20能量,Attack two random targets 3 times each，causing 100% attack damage each time，and restore 20 energy to yourself after killing the enemy
强大的能量冲击大地上的敌人，所有敌人受到100%攻击力的伤害，并减少20%护甲，持续2回合,Powerful energy impacts enemies on the ground. All enemies are damaged by 100% attack power and reduce armor by 20% for 2 rounds.
强力的酸雾会不断腐蚀敌人，所有敌人每回合受到自身最大生命值的10%的伤害，持续4回合,The strong acid mist will continue to corrode enemies. All enemies take 10% damage of their maximum health every round for 4 rounds.
直接对单个敌人造成300%攻击力伤害,Directly cause 300% attack damage on a single enemy
对所有敌人造成70%攻击力无视防御的伤害，并削弱敌人护甲40%，持续3回合,Cause 70% true damage to all the enemies，and reduce their armor by 40% for 3 rounds
驱散所有敌人的正面状态，并造成100%的攻击力伤害,Dispels buff of all enemies and causes 100% attack damage
攻击单体敌人并造成150%攻击力伤害,Attack a single enemy and cause 150% damage
调整自己的战斗姿态，受到伤害减少30%,Adjust your fighting stance and reduce damage taken by 30%
攻击单体敌人并造成250%攻击力伤害,Attack a single enemy and cause 250% attack damage
开启壁垒，免疫所有攻击，持续1回合,Open barriers，immune to all attacks，lasts for 1 round
学会压制对手，对敌人造成120%伤害，并削弱敌人10%的护甲，持续1回合,Pressing the opponent，cause 120% damage to the enemy，and reduce the enemy's armor by 10% for 1 round
学会压制对手，对敌人造成130%伤害，并削弱敌人15%的护甲，持续1回合,Pressing the opponent，cause 130% damage to the enemy，and reduce the enemy's armor by 15% for 1 round
射出金属风暴，对面前一排的敌人造成5次60%攻击力的伤害,Launch a metal storm，causing 60% attack damage to enemies in front of you 5 times
鼓舞士气，提升所有友军5%的攻击力，持续2个回合,Boost all teammates' morale and increase the attack power of all allies by 5% for 2 rounds
鼓舞士气，提升所有友军10%的攻击力，持续2个回合,Boost all teammates' morale and increase the attack power of all allies by 10% for 2 rounds
呼叫后方的重武器支援轰炸，对所有敌人造成120%伤害,Call to support heavy weapon bombing，causing 120% damage to all enemies
长时间野外生存后，对敌人有补刀的习惯，发出攻击会额外造成100%伤害,After surviving in the wild for a long time，he has the habit of making the last hit to the enemy，and an attack will cause an additional 100% damage
对敌人发起一次无法闪避的攻击，造成120%伤害,Launch an unavoidable attack on the enemy，causing 120% damage
长时间野外生存后，对敌人有补刀的习惯，发出攻击会额外造成150%伤害,After surviving in the wild for a long time，he has the habit of making the last hit to the enemy，and an attack will cause an additional 150% damage
对敌人发起一次无法闪避的攻击，造成140%伤害,Launch an unavoidable attack on the enemy，causing 140% damage
无视敌人护甲，对敌人造成一次230%攻击加成的伤害,Ignores the enemy’s armor，deals a 230% damage bonus to enemies
对敌人造成110%的伤害，并且提升自身下回合30%的闪避,Deal 110% damage to the enemy and increase your evasion by 30% in the next round
对敌人造成120%的伤害，并且提升自身下回合50%的闪避,Deal 120% damage to the enemy and increase your evasion by 50% in the next round
收到致死攻击的时候，会完全闪避这次伤害，并且恢复自身5%血量,When receiving a lethal attack，it will completely evade the damage and restore 5% of its own HP
永久提升攻击10%,Permanently increase attack by 10%
永久提升攻击15%,Permanently increase attack by 15%
连续三次打击最虚弱敌人，每次造成100%伤害,Strike the weakest enemy three times in a row，causing 100% damage each time
对躲在后方的单个敌人发起一次精神鉴定，造成100%的伤害,Initiate a mental appraisal on a single enemy hiding behind，causing 100% damage
对最少血量的友方英雄发起一次治疗，恢复其5%的血量,Restoring 5% HP to the teammate with the least HP
对躲在后方的单个敌人发起一次精神鉴定，造成120%的伤害,Initiate a mental appraisal on a single enemy hiding behind，causing 120% damage
对最少血量的友方英雄发起一次治疗，恢复其10%的血量,Restoring 10% HP to the teammate with the least HP
恢复所有友方英雄40%的血量,Restore 40% of the health of all teammates
配备易爆化学试剂，对面前一排的敌人造成80%的伤害，并且对目标造成燃烧效果，每回合造成100%燃烧伤害+10%攻击力的伤害，持续2个回合,Equipped with explosive chemical reagents，it causes 80% damage to the enemy in front of you，and makes them burn. Each round causes 100% burning damage + 10% attack damage for 2 rounds.
配备易爆化学试剂，对面前一排的敌人造成100%的伤害，并且对目标造成燃烧效果，每回合造成100%燃烧伤害+30%攻击力的伤害，持续2个回合,Equipped with explosive chemical reagents，it causes 100% damage to the enemy in front of you，and makes them burn. Each round causes 100% burning damage + 30% attack damage for 2 rounds.
对敌人发起一次附加200%攻击的伤害，并且造成辐射照射效果，之后目标每次遭受到任何攻击都会加深30%，持续6个回合,Inflict a 200% attack damage on the enemy，and cause radiation exposure. After that，every time the target receives any attack，it will be deepened by 30% for 6 rounds.
随机给队友施加一个护佑力场，在3回合内吸收不超过自身10%血量的伤害，在回合结束或者力场吸收伤害超过上限后，会为目标队友恢复对应的生命值,Randomly apply a blessing force field to teammates，and absorb damage that does not exceed 10% of their own health within 3 rounds. At the end of the round or the force field absorbs damage exceeding the upper limit，the target teammate will be restored to the corresponding health value
随机给队友施加一个护佑力场，在3回合内吸收不超过自身20%血量的伤害,Randomly apply a blessing force field to teammates，absorbing no more than 20% of their own health in 3 rounds
对所有敌人发起一次审判，造成一次300%的攻击,Make an adjudgement on all enemies，causing a 300% attack
引导剧情相关的翻译》↓,
嘿，你醒了？ |谢天谢地，你没事真是太好了。 |我们已经逃了一天一夜，掠夺者暂时应该威胁不到我们了。|修车的说过，活人比感染者更可怕，果然没错。 |我们现在面临一个问题，剩下的汽油不多了，如果再遇到危险会很麻烦。,Hey，are you awake?|Thank god you're okay.|We have escaped all day，I don't think predators will threaten us for a while.|The car repairer said that the living people are more terrifying than the infected people，and I think that's true.|We are now facing a problem.There is not much gas left.This will be very bad if we encounter danger again.
好在前面不远就是02避难所了，最终的目的地，我们想要重建的地方。 |快走吧，我已经迫不及待了，但愿那里没有掠夺者或者丧尸。 |（呢喃）大叔，请保佑我们。,At last! We are about to arrive at Shelter 02，which is the final destination we are going to.|Hurry up，let’s hope there are no predators or zombies.|(Whispering) Uncle，please protect us.
,
终于到了，这座房子看上去比较安全。 |唔，看上去有些破败，不过没关系，打理一下就好了。 |那边有个柜台，你还有力气干活儿吗？,Here we are.The house seems very safe.|Well，it looks a bit ragged，just need to clean up a little bit.|There is a counter over there，do you still have the energy to work?
点击修复柜台,Click to repair counter
你这利索的动作真看不出来像是个颠簸了一整天的人。,You are really not tired after walking for a day.
这边还有一个架子，修好了可以用来放置一些武器，我可不忍心把刀扔在地上。,There is a shelf that can be used to display some weapons after repair.I can't bear to put the sword on the ground.
修复初级冷兵器架,Repair primary medieval weapon Shelf
好了，打扫完毕，终于可以松口气了。 |说起来，这里已经荒废许久，想要这里热闹起来我们需要想办法吸引冒险者们，你有什么好的主意吗？ |唔……一套装备，一杯美酒，一首小曲儿其实都是很有吸引力的。 |哈，好怀念听大叔弹吉他的日子啊……什么人？？？出来，不然我开枪了！,Well，now that is all done，we can relax a little.|This place has been left for a long time.To make it alive，we need to find ways to attract adventurers.Any good ideas?|Well...A set of equipment，a glass of wine and a little song might make it good.|Haha，I miss listening to my uncle playing guitar...Who's there??? Come out，or I'll shoot!
点击气泡栏与铸造师对话,Click on the bubble bar to talk to the blacksmith
别开枪！朋友，别开枪！我没有恶意！你们看，我手上没有武器！ |我只是听见你们似乎有自己经营避难所的打算，想跟你们聊聊！这是我的一点小小心意，还请笑纳！,Don't shoot! I'm on your side! I mean no harm and have no weapons!|I just heard you intend to run a shelter，and I want to talk to you! This is my little appreciation，please take it!
如你所见，朋友，我叫威廉，是一名铸造师，能够制作一些冷兵器。 |两位一定很清楚兵器在当下的重要性，为什么不经营一家武器商店呢？ |这可是吸引冒险者的绝佳途径，有兴趣瞧瞧吗？,I'm William，a blacksmith who can make some weapons.|You guys must know the importance of weapons at present.Why don't you run weapons shop?|This is a great way to attract adventurers.Are you interested?
我们就先从最简单的砍刀开始吧！,Let's start with a simple machete!
他看起来确实没有敌意，那么你们两位先聊，我还是有点不放心，再去侦察一下周围的环境。,He certainly didn't seem hostile，you guys talk first.I'm still a little worried and will scout the surroundings again.
放心去吧，美丽的小姐，相信我们两人会相处的很愉快。,Don't worry，beautiful lady，I believe we will get along very well.
在这艰难的日子里，资源就象征着黄金，我的朋友。 |让我带你熟悉一下该怎么处理收集到的资源。,In these difficult days，resource means gold.|Let me show you how to deal with the collected resources.
点击修复铁矿箱,Click to repair the iron ore cart
自“救赎日”以后，大地上到处肆虐着丧尸和掠夺者，甚至还有大量变异后充满了攻击性的野兽出没。 |人类有的时候真的很渺小，面对那些核弹都没法彻底清除的怪物们，我曾一度绝望。 |不过有一句话始终伴随着我，如果你在黑暗中迷失，那就去寻找光明！,Since "Redemption Day"，zombies and predators have been raging everywhere on the earth，and also a large number of mutated and aggressive beasts.|Sometimes human beings are really small.I was once desperate to face the monsters who couldn't be completely eliminated by nuclear bombs.|But if you are lost in the dark，then seek for the light!
啊，抱歉，今天感慨有点多了。总而言之，我很期待我们的合作能够将这里打造成新的家园。 |言归正传，要应对野外的危险，仅仅拥有武器是不够的。 |仔细看，我来教你如何打造防爆战甲。,Sorry，I said too much.In short，I'm looking forward to working together to make this place a new home.|To the point，it takes more than just weapons to deal with the dangers of the wild.|Look carefully，and I'll teach you how to make a Bomb Armor.
没想到你还挺有制作装备的天赋的，有时间我们一定要多交流交流。 |对于战甲，它不能像砍刀那样简单放在货架上。我们需要打造专门的防具货架。,Unexpectedly，you did well in making equipment.We should become good friend.|For armor，it cannot be placed on the shelf as simply as a machete.We need to build an armor shelf.
拥有了武器和防具，在末世之中就有了自保的能力。|你可以通过将它们出售给一些流浪的冒险者来增加避难所的人气，从而一步步建设自己的避难所。 |看哪，有一位冒险者上门了！他会不会是你的第一位顾客呢？,With weapon and armor，you will be able to protect yourself in these days.|You can increase the popularity of the refuge by selling them to some wandering adventurers|Look，an adventurer is coming! Might be your first customer.
