languages_game,languages_CN,languages_TC,languages_EN
钝器装备属性+{0}%,钝器装备属性+{0}%,鈍器裝備屬性+{0}%,Blunt attributes +{0}%
弓弩装备属性+{0}%,弓弩装备属性+{0}%,弓弩裝備屬性+{0}%,Crossbow attributes +{0}%
短枪装备属性+{0}%,短枪装备属性+{0}%,短槍裝備屬性+{0}%,Handgun attributes +{0}%
步枪装备属性+{0}%,步枪装备属性+{0}%,步槍裝備屬性+{0}%,Rifle attributes +{0}%
重武器装备属性+{0}%,重武器装备属性+{0}%,重武器裝備屬性+{0}%,Heavy weapon attributes +{0}%
狙击枪装备属性+{0}%,狙击枪装备属性+{0}%,狙擊槍裝備屬性+{0}%,Sniper attributes +{0}%
霰弹枪装备属性+{0}%,霰弹枪装备属性+{0}%,霰彈槍裝備屬性+{0}%,Shotgun attributes +{0}%
轻甲装备属性+{0}%,轻甲装备属性+{0}%,輕甲裝備屬性+{0}%,Light Armor attributes +{0}%
重甲装备属性+{0}%,重甲装备属性+{0}%,重甲裝備屬性+{0}%,Heavy Armor attributes +{0}%
便衣装备属性+{0}%,便衣装备属性+{0}%,便衣裝備屬性+{0}%,Plain clothes attributes +{0}%
头盔装备属性+{0}%,头盔装备属性+{0}%,頭盔裝備屬性+{0}%,Helmet attributes +{0}%
帽子装备属性+{0}%,帽子装备属性+{0}%,帽子裝備屬性+{0}%,Hat attributes +{0}%
轻装裤装备属性+{0}%,轻装裤装备属性+{0}%,輕裝褲裝備屬性+{0}%,Light paints attributes +{0}%
重装裤装备属性+{0}%,重装裤装备属性+{0}%,重裝褲裝備屬性+{0}%,Heavy paints attributes +{0}%
鞋子装备属性+{0}%,鞋子装备属性+{0}%,鞋子裝備屬性+{0}%,Shoes attributes +{0}%
靴子装备属性+{0}%,靴子装备属性+{0}%,靴子裝備屬性+{0}%,Boots attributes +{0}%
药品装备属性+{0}%,药品装备属性+{0}%,藥品裝備屬性+{0}%,Medicine +{0}%
工具装备属性+{0}%,工具装备属性+{0}%,工具裝備屬性+{0}%,Tool attributes +{0}%
暗器装备属性+{0}%,暗器装备属性+{0}%,暗器裝備屬性+{0}%,Hidden weapon attributes +{0}%
投掷装备属性+{0}%,投掷装备属性+{0}%,投擲裝備屬性+{0}%,Throwing weapon attributes +{0}%
首饰装备属性+{0}%,首饰装备属性+{0}%,首飾裝備屬性+{0}%,Accessory attributes +{0}%
盾牌装备属性+{0}%,盾牌装备属性+{0}%,盾牌裝備屬性+{0}%,Shield attributes +{0}%
所有武器属性+{0}%,所有武器属性+{0}%,所有武器屬性+{0}%,All weapon attributes +{0}%
所有防具属性+{0}%,所有防具属性+{0}%,所有防具屬性+{0}%,All armor attributes +{0}%
探索速度+{0}%,探索速度+{0}%,探索速度+{0}%,Explore speed +{0}%
关卡材料获取+{0}%,关卡材料获取+{0}%,關卡材料獲取+{0}%,Explore material +{0}%
副本经验提升+{0}%,副本经验提升+{0}%,副本經驗提升+{0}%,Dungeon exp +{0}%
英雄休息速度+{0}%,英雄休息速度+{0}%,英雄休息速度+{0}%,Rest speed +{0}%
英雄获得的经验+{0}%,英雄获得的经验+{0}%,英雄獲得的經驗+{0}%,Hero exp +{0}%
装备损坏概率-{0}%,装备损坏概率-{0}%,裝備損壞概率-{0}%,Equipment Broken chance -{0}%
护甲<Color=#2ba605>+5%</Color>,护甲<Color=#2ba605>+5%</Color>,護甲<Color=#2ba605>+5%</Color>,Armor <Color=#2ba605>+5%</Color>
护甲<Color=#2ba605>+6%</Color>,护甲<Color=#2ba605>+6%</Color>,護甲<Color=#2ba605>+6%</Color>,Armor <Color=#2ba605>+6%</Color>
护甲<Color=#2ba605>+7%</Color>,护甲<Color=#2ba605>+7%</Color>,護甲<Color=#2ba605>+7%</Color>,Armor <Color=#2ba605>+7%</Color>
护甲<Color=#2ba605>+8%</Color>,护甲<Color=#2ba605>+8%</Color>,護甲<Color=#2ba605>+8%</Color>,Armor <Color=#2ba605>+8%</Color>
护甲<Color=#2ba605>+9%</Color>,护甲<Color=#2ba605>+9%</Color>,護甲<Color=#2ba605>+9%</Color>,Armor <Color=#2ba605>+9%</Color>
生命<Color=#2ba605>+5%</Color>,生命<Color=#2ba605>+5%</Color>,生命<Color=#2ba605>+5%</Color>,Health <Color=#2ba605>+5%</Color>
生命<Color=#2ba605>+6%</Color>,生命<Color=#2ba605>+6%</Color>,生命<Color=#2ba605>+6%</Color>,Health <Color=#2ba605>+6%</Color>
生命<Color=#2ba605>+7%</Color>,生命<Color=#2ba605>+7%</Color>,生命<Color=#2ba605>+7%</Color>,Health <Color=#2ba605>+7%</Color>
生命<Color=#2ba605>+8%</Color>,生命<Color=#2ba605>+8%</Color>,生命<Color=#2ba605>+8%</Color>,Health <Color=#2ba605>+8%</Color>
生命<Color=#2ba605>+9%</Color>,生命<Color=#2ba605>+9%</Color>,生命<Color=#2ba605>+9%</Color>,Health <Color=#2ba605>+9%</Color>
攻击<Color=#2ba605>+5%</Color>,攻击<Color=#2ba605>+5%</Color>,攻擊<Color=#2ba605>+5%</Color>,Attack <Color=#2ba605>+5%</Color>
攻击<Color=#2ba605>+6%</Color>,攻击<Color=#2ba605>+6%</Color>,攻擊<Color=#2ba605>+6%</Color>,Attack <Color=#2ba605>+6%</Color>
攻击<Color=#2ba605>+7%</Color>,攻击<Color=#2ba605>+7%</Color>,攻擊<Color=#2ba605>+7%</Color>,Attack <Color=#2ba605>+7%</Color>
攻击<Color=#2ba605>+8%</Color>,攻击<Color=#2ba605>+8%</Color>,攻擊<Color=#2ba605>+8%</Color>,Attack <Color=#2ba605>+8%</Color>
攻击<Color=#2ba605>+9%</Color>,攻击<Color=#2ba605>+9%</Color>,攻擊<Color=#2ba605>+9%</Color>,Attack <Color=#2ba605>+9%</Color>
护甲<Color=#2ba605>+10%</Color>,护甲<Color=#2ba605>+10%</Color>,護甲<Color=#2ba605>+10%</Color>,Armor <Color=#2ba605>+10%</Color>
攻击<Color=#2ba605>+10%</Color>,攻击<Color=#2ba605>+10%</Color>,攻擊<Color=#2ba605>+10%</Color>,Attack <Color=#2ba605>+10%</Color>
护甲<Color=#2ba605>+11%</Color>,护甲<Color=#2ba605>+11%</Color>,護甲<Color=#2ba605>+11%</Color>,Armor <Color=#2ba605>+11%</Color>
韧性<Color=#2ba605>+11%</Color>,韧性<Color=#2ba605>+11%</Color>,韌性<Color=#2ba605>+11%</Color>,Toughness <Color=#2ba605>+11%</Color>
护甲<Color=#2ba605>+12%</Color>,护甲<Color=#2ba605>+12%</Color>,護甲<Color=#2ba605>+12%</Color>,Armor <Color=#2ba605>+12%</Color>
暴击<Color=#2ba605>+11%</Color>,暴击<Color=#2ba605>+11%</Color>,暴擊<Color=#2ba605>+11%</Color>,Crit <Color=#2ba605>+11%</Color>
护甲<Color=#2ba605>+13%</Color>,护甲<Color=#2ba605>+13%</Color>,護甲<Color=#2ba605>+13%</Color>,Armor <Color=#2ba605>+13%</Color>
治疗效果<Color=#2ba605>+13%</Color>,治疗效果<Color=#2ba605>+13%</Color>,治療效果<Color=#2ba605>+13%</Color>,Healing <Color=#2ba605>+13%</Color>
护甲<Color=#2ba605>+14%</Color>,护甲<Color=#2ba605>+14%</Color>,護甲<Color=#2ba605>+14%</Color>,Armor <Color=#2ba605>+14%</Color>
暴击伤害<Color=#2ba605>+11%</Color>,暴击伤害<Color=#2ba605>+11%</Color>,暴擊傷害<Color=#2ba605>+11%</Color>,Crit Damage <Color=#2ba605>+11%</Color>
生命<Color=#2ba605>+10%</Color>,生命<Color=#2ba605>+10%</Color>,生命<Color=#2ba605>+10%</Color>,Health <Color=#2ba605>+10%</Color>
命中<Color=#2ba605>+14%</Color>,命中<Color=#2ba605>+14%</Color>,命中<Color=#2ba605>+14%</Color>,Hit <Color=#2ba605>+14%</Color>
生命<Color=#2ba605>+11%</Color>,生命<Color=#2ba605>+11%</Color>,生命<Color=#2ba605>+11%</Color>,Health <Color=#2ba605>+11%</Color>
闪避<Color=#2ba605>+14%</Color>,闪避<Color=#2ba605>+14%</Color>,閃避<Color=#2ba605>+14%</Color>,Dodge <Color=#2ba605>+14%</Color>
生命<Color=#2ba605>+12%</Color>,生命<Color=#2ba605>+12%</Color>,生命<Color=#2ba605>+12%</Color>,Health <Color=#2ba605>+12%</Color>
攻击<Color=#2ba605>+12%</Color>,攻击<Color=#2ba605>+12%</Color>,攻擊<Color=#2ba605>+12%</Color>,Attack <Color=#2ba605>+12%</Color>
生命<Color=#2ba605>+13%</Color>,生命<Color=#2ba605>+13%</Color>,生命<Color=#2ba605>+13%</Color>,Health <Color=#2ba605>+13%</Color>
韧性<Color=#2ba605>+10%</Color>,韧性<Color=#2ba605>+10%</Color>,韌性<Color=#2ba605>+10%</Color>,Toughness <Color=#2ba605>+10%</Color>
生命<Color=#2ba605>+14%</Color>,生命<Color=#2ba605>+14%</Color>,生命<Color=#2ba605>+14%</Color>,Health <Color=#2ba605>+14%</Color>
暴击<Color=#2ba605>+10%</Color>,暴击<Color=#2ba605>+10%</Color>,暴擊<Color=#2ba605>+10%</Color>,Crit <Color=#2ba605>+10%</Color>
治疗效果<Color=#2ba605>+10%</Color>,治疗效果<Color=#2ba605>+10%</Color>,治療效果<Color=#2ba605>+10%</Color>,Healing <Color=#2ba605>+10%</Color>
治疗效果<Color=#2ba605>+12%</Color>,治疗效果<Color=#2ba605>+12%</Color>,治療效果<Color=#2ba605>+12%</Color>,Healing <Color=#2ba605>+12%</Color>
治疗效果<Color=#2ba605>+11%</Color>,治疗效果<Color=#2ba605>+11%</Color>,治療效果<Color=#2ba605>+11%</Color>,Healing <Color=#2ba605>+11%</Color>
暴击伤害<Color=#2ba605>+12%</Color>,暴击伤害<Color=#2ba605>+12%</Color>,暴擊傷害<Color=#2ba605>+12%</Color>,Crit Damage <Color=#2ba605>+12%</Color>
命中<Color=#2ba605>+12%</Color>,命中<Color=#2ba605>+12%</Color>,命中<Color=#2ba605>+12%</Color>,Hit <Color=#2ba605>+12%</Color>
闪避<Color=#2ba605>+13%</Color>,闪避<Color=#2ba605>+13%</Color>,閃避<Color=#2ba605>+13%</Color>,Dodge <Color=#2ba605>+13%</Color>
治疗效果<Color=#2ba605>+14%</Color>,治疗效果<Color=#2ba605>+14%</Color>,治療效果<Color=#2ba605>+14%</Color>,Healing <Color=#2ba605>+14%</Color>
攻击<Color=#2ba605>+14%</Color>,攻击<Color=#2ba605>+14%</Color>,攻擊<Color=#2ba605>+14%</Color>,Attack <Color=#2ba605>+14%</Color>
护甲<Color=#2ba605>+20%</Color>,护甲<Color=#2ba605>+20%</Color>,護甲<Color=#2ba605>+20%</Color>,Armor <Color=#2ba605>+20%</Color>
利刃属性<Color=#2ba605>+20%</Color>,利刃属性<Color=#2ba605>+20%</Color>,利刃屬性<Color=#2ba605>+20%</Color>,Blade attributes <Color=#2ba605>+20%</Color>
攻击<Color=#2ba605>+15%</Color>,攻击<Color=#2ba605>+15%</Color>,攻擊<Color=#2ba605>+15%</Color>,Attack <Color=#2ba605>+15%</Color>
护甲<Color=#2ba605>+21%</Color>,护甲<Color=#2ba605>+21%</Color>,護甲<Color=#2ba605>+21%</Color>,Armor <Color=#2ba605>+21%</Color>
钝器属性<Color=#2ba605>+21%</Color>,钝器属性<Color=#2ba605>+21%</Color>,鈍器屬性<Color=#2ba605>+21%</Color>,Blunt attributes <Color=#2ba605>+21%</Color>
韧性<Color=#2ba605>+16%</Color>,韧性<Color=#2ba605>+16%</Color>,韌性<Color=#2ba605>+16%</Color>,Toughness <Color=#2ba605>+16%</Color>
护甲<Color=#2ba605>+22%</Color>,护甲<Color=#2ba605>+22%</Color>,護甲<Color=#2ba605>+22%</Color>,Armor <Color=#2ba605>+22%</Color>
短枪属性<Color=#2ba605>+22%</Color>,短枪属性<Color=#2ba605>+22%</Color>,短槍屬性<Color=#2ba605>+22%</Color>,Handgun attributes <Color=#2ba605>+22%</Color>
暴击<Color=#2ba605>+16%</Color>,暴击<Color=#2ba605>+16%</Color>,暴擊<Color=#2ba605>+16%</Color>,Crit <Color=#2ba605>+16%</Color>
护甲<Color=#2ba605>+23%</Color>,护甲<Color=#2ba605>+23%</Color>,護甲<Color=#2ba605>+23%</Color>,Armor <Color=#2ba605>+23%</Color>
重甲属性<Color=#2ba605>+23%</Color>,重甲属性<Color=#2ba605>+23%</Color>,重甲屬性<Color=#2ba605>+23%</Color>,Heavy armor attributes <Color=#2ba605>+23%</Color>
治疗效果<Color=#2ba605>+18%</Color>,治疗效果<Color=#2ba605>+18%</Color>,治療效果<Color=#2ba605>+18%</Color>,Healing <Color=#2ba605>+18%</Color>
护甲<Color=#2ba605>+24%</Color>,护甲<Color=#2ba605>+24%</Color>,護甲<Color=#2ba605>+24%</Color>,Armor <Color=#2ba605>+24%</Color>
头盔属性<Color=#2ba605>+24%</Color>,头盔属性<Color=#2ba605>+24%</Color>,頭盔屬性<Color=#2ba605>+24%</Color>,Helmet attributes <Color=#2ba605>+24%</Color>
暴击伤害<Color=#2ba605>+17%</Color>,暴击伤害<Color=#2ba605>+17%</Color>,暴擊傷害<Color=#2ba605>+17%</Color>,Crit Damage <Color=#2ba605>+17%</Color>
护甲<Color=#2ba605>+25%</Color>,护甲<Color=#2ba605>+25%</Color>,護甲<Color=#2ba605>+25%</Color>,Armor <Color=#2ba605>+25%</Color>
重装裤属性<Color=#2ba605>+20%</Color>,重装裤属性<Color=#2ba605>+20%</Color>,重裝褲屬性<Color=#2ba605>+20%</Color>,Heavy pants attributes <Color=#2ba605>+20%</Color>
命中<Color=#2ba605>+15%</Color>,命中<Color=#2ba605>+15%</Color>,命中<Color=#2ba605>+15%</Color>,Hit <Color=#2ba605>+15%</Color>
护甲<Color=#2ba605>+26%</Color>,护甲<Color=#2ba605>+26%</Color>,護甲<Color=#2ba605>+26%</Color>,Armor <Color=#2ba605>+26%</Color>
靴子属性<Color=#2ba605>+21%</Color>,靴子属性<Color=#2ba605>+21%</Color>,靴子屬性<Color=#2ba605>+21%</Color>,Boots attributes <Color=#2ba605>+21%</Color>
闪避<Color=#2ba605>+16%</Color>,闪避<Color=#2ba605>+16%</Color>,閃避<Color=#2ba605>+16%</Color>,Dodge <Color=#2ba605>+16%</Color>
护甲<Color=#2ba605>+27%</Color>,护甲<Color=#2ba605>+27%</Color>,護甲<Color=#2ba605>+27%</Color>,Armor <Color=#2ba605>+27%</Color>
投掷属性<Color=#2ba605>+20%</Color>,投掷属性<Color=#2ba605>+20%</Color>,投擲屬性<Color=#2ba605>+20%</Color>,Throwing attributes  <Color=#2ba605>+20%</Color>
攻击<Color=#2ba605>+17%</Color>,攻击<Color=#2ba605>+17%</Color>,攻擊<Color=#2ba605>+17%</Color>,Attack <Color=#2ba605>+17%</Color>
护甲<Color=#2ba605>+28%</Color>,护甲<Color=#2ba605>+28%</Color>,護甲<Color=#2ba605>+28%</Color>,Armor <Color=#2ba605>+28%</Color>
